1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,2,1,3,3,2,3,2,3,2,3,0,0,7,6,6,6,0,1,6,2,3,1,3,3,3,2,2,4,4,2,3,3,3,2,4,1,6,4,0,7,0,6,4,0,6,4,3,2,2,2,3,5,4,3,6,2,3,0,1,2,3,3,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,3,3,2,1,4,2,3,5,2,3,2,2,2,4,4,6,7,7,0,0,3,5,1,3,4,4,4,5,5,5,4,4,4,7,3,4,11,1,7,5,0,7,2,7,5,7,4,5,4,2,3,5,7,9,4,0,2,7,0,3,2,3,3,3,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,3,2,7,4,7,0,6,2,3,2,3,7,1,7,5,5,7,3,5,0,4,4,7,0,7,3,7,5,5,6,4,7,10,5,4,8,4,9,13,4,8,5,6,7,4,9,6,6,5,5,8,9,4,11,4,4,4,6,7,7,4,5,1,2,3,2,3,2,2,2,2,2,2,1,2,1,2,2,1,1,2,3,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,6,3,3,9,4,4,4,6,4,0,7,5,5,5,10,7,7,8,11,7,1,3,7,7,6,7,6,7,4,5,7,7,7,10,9,4,5,6,11,15,7,5,7,1,10,11,10,4,8,5,9,12,8,10,9,9,13,11,1,5,6,6,3,1,3,5,4,3,2,0,7,3,2,3,2,2,2,1,3,2,2,6,0,3,2,3,3,2,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,3,3,2,7,0,7,4,9,7,3,4,7,6,5,5,11,4,10,4,10,12,15,9,5,4,5,6,6,5,6,7,11,13,12,11,5,4,11,11,13,7,11,8,8,5,10,9,5,17,15,11,6,5,8,13,5,5,11,11,12,5,9,9,4,7,2,7,6,3,3,1,3,2,3,2,7,6,1,1,1,6,1,3,3,6,0,3,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,3,3,1,0,2,3,11,3,7,5,7,6,4,5,6,6,4,9,9,5,11,4,15,7,9,9,7,8,5,11,11,8,4,10,8,6,10,13,8,9,5,11,12,14,15,9,12,10,10,8,8,19,15,9,12,8,8,13,14,4,4,10,10,12,7,11,10,5,9,4,10,11,7,0,2,4,2,3,5,6,2,2,0,7,3,3,0,3,2,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,7,4,3,3,5,6,8,9,8,5,5,5,6,5,4,10,10,12,10,4,17,10,9,9,9,8,10,5,8,16,10,10,9,6,9,14,10,15,12,14,26,10,19,7,9,5,8,31,18,14,14,9,18,11,14,8,4,4,7,10,11,11,14,4,7,5,4,13,9,8,8,6,4,7,3,3,6,1,4,4,11,13,11,11,4,4,4,4,5,6,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,0,1,2,6,3,2,3,7,7,3,2,1,6,6,4,4,7,1,7,6,4,8,5,11,5,11,4,14,6,8,9,10,15,8,12,10,14,14,15,10,8,15,15,10,9,13,17,21,6,8,8,18,10,24,27,12,12,141,21,9,17,12,11,13,16,7,7,8,9,5,11,11,7,10,9,15,7,8,12,7,11,4,5,4,11,3,3,8,21,19,8,6,5,4,10,15,11,5,5,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,3,2,3,2,3,3,3,0,7,3,7,2,7,0,9,6,4,10,4,5,4,11,10,9,9,11,8,6,6,10,4,7,10,13,13,10,11,8,17,17,14,12,9,10,9,6,19,19,15,6,10,21,18,19,21,17,19,13,16,13,18,19,22,16,9,17,19,6,6,4,9,5,11,11,9,8,14,11,10,8,13,15,9,4,9,14,6,9,5,11,21,17,8,10,6,5,7,9,12,8,10,6,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,7,0,6,5,5,6,9,3,6,6,7,10,4,7,4,10,6,7,12,37,10,8,41,7,11,4,6,4,8,9,14,9,11,14,8,18,14,7,11,12,10,11,20,14,17,12,17,15,12,15,14,10,11,15,11,12,21,14,15,15,11,4,21,8,11,4,15,25,9,19,17,12,9,11,15,10,15,13,18,11,4,19,26,13,11,6,10,13,12,13,5,9,4,8,13,9,6,5,5,5,2,2,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
